time	msgId	prevMsgId	from	prevUser	popularity	text
1479226750000	798560987196620800	798354337000869888	franklandt64	ATTCares	0	@ATTCares Uverse account number is 153207846. Cellphone number is 678-736-0836.
1479226716000	798560846406221825	null	ArkansasBelle	ATTCares	0	@ATTCares @ATT @consumerist Has the call of Oct 19 been reviewed yet? https://t.co/FofwDkONyD
1479226259000	798558926933397506	798557834988421120	Sde81883380	ATTCares	0	@ATTCares if it's not a nice sunny day then the tv service doesn't work.  That's horrible!!
1479226136000	798558410912317440	798557834988421120	Sde81883380	ATTCares	0	@ATTCares restarted the box and still no TV service.  This same thing used to happen with direct tv when we had it 15 years ago!
1479224856000	798553043042238464	798549804867579904	Sde81883380	ATTCares	0	@ATTCares 2 land lines, internet and direct tv ultimate with hbo.  DIRECTV you is a whole other issue!  No service today bc it's cloudy!
1479224651000	798552184078077952	null	TJAldridge_	ATTCares	0	@ATTCares 2months of service. ATT has charged late fees, refunded mistakes, charged again and told me it didnt happen. Even with statements
1479224566000	798551825494339585	null	WayneCapps	ATTCares	0	@ATTCares @ATT I have now taken 2 days off from work to upgrade my internet service, still no service! No end in sight either!  Please help
1479224440000	798551297679036416	798550234364198912	PubPine	ATTCares	0	@ATTCares 13 months ago I got my phone over the phone with you guys. 12 month att next that the sales Shen made a 24. Ridiculous.
1479224099000	798549867014524928	null	itsmadsn0	ATTCares	0	@ATTCares I have no internet connection.
1479223599000	798547772391628800	798545910431174656	Sde81883380	ATTCares	0	@ATTCares I have placed 3 calls this week to request that our bill go back to the rates when we signed up and no one "can do anything."
1479223349000	798546720892272640	null	RichardW78	ATTCares	0	@ATTCares @LiveNation any presale tickets for The Total Package for @NKOTB and @BoyzIIMen ?? #attthanks #presale #concert
1479217525000	798522293546844160	null	exciting2u	ATTCares	0	@ATTCares my arse been w u ova 9yrs paid on time ALL X have @Cricketnation   @DIRECTV  ALSO bill gone up 4 internet phone $10 discount?
1479216089000	798516270333390852	798509338319003648	SidneyMWS	ATTCares	0	@ATTCares done.  Ty
1479213281000	798504494061391878	null	goatygurl	ATTCares	0	@ATTCares Is there yet another DSL internet outage in Jackson Michigan beginning 14 Nov
1479212946000	798503090286723072	798501920738607104	lauren_edavis	ATTCares	0	@ATTCares done
1479212662000	798501896478748672	798500754835152896	betweentsynapse	ATTCares	0	@ATTCares not the issue. Was promised gigapower at certain puce, now being upcharged. #misrepresentation
1479212259000	798500207528996864	798499698000564224	lauren_edavis	ATTCares	0	@ATTCares all steps have been followed. stuck on "Processing" screen...
1479211518000	798497097704239105	798164494736310272	lauren_edavis	ATTCares	0	@ATTCares Yes, but when I try sending the text message it says "Message cannot be sent".
1479209773000	798489780673622016	null	Ayo_breZZy	ATTCares	0	@ATTCares I'd like to request a formal review of my bill. I've been a customer for 8 years but my bill seems to being going up for no reason
1479192610000	798417791690883072	798401763271438337	Surayyah_	ATTCares	0	@ATTCares I have you the tracking number
1479192326000	798416603226525696	798416407771938817	JoseGonpacer14	ATTCares	0	@ATTCares it's cause I have a question about a reward that I received so I have a question about it
1479191577000	798413460996587522	null	MichChristellas	ATTCares	0	@ATTCares @ATT and your manager in Unified Billing just transferred me to the Loyalty Dept &amp; they are CLOSED!!! FIVE hrs later, NO HELP YET!
1479191168000	798411746528653312	null	MichChristellas	ATTCares	0	@ATTCares and now we're being transferred AGAIN... FIVE HOURS on the phone to get our bill sorted &amp; still NO HELP!!! THIS IS RIDICULOUS! ???
1479190511000	798408991667798016	null	mochamistie	ATTCares	0	@ATTCares am i able to convert a phone from straight talk to att services?
1479188635000	798401120016199680	null	TweetleDee2b	ATTCares	0	@ATTCares Lost service. Restarting modem as a last resort including unplugging the phoneline, and restarting MacBoo… https://t.co/FJ7Iib4EGT
1479188595000	798400953468801024	null	MichChristellas	ATTCares	0	@ATTCares CAN'T even get the supervisor in Unified Billing to get on the line &amp; sort this out after FOUR hours of the @pe$H!T runaround!
1479188301000	798399719672266753	797205398432415744	DeannaSpikes	ATTCares	0	@ATTCares I already have look at dm
1479187990000	798398415365357568	null	dustinstoll	ATTCares	0	@ATTCares my father in law just had a stroke and my moth in law needs a phone. I have a go phone but it needs to be unlocked for her help.
1479187246000	798395295239376897	798394229789696000	TheRealTJKnight	ATTCares	0	@ATTCares asked for movie channels and NFL Sunday ticket to be removed 10/5 and they didn't tell today after I freaked
1479187161000	798394937700130817	798394229789696000	TheRealTJKnight	ATTCares	0	@ATTCares overcharged for DIRECTV for 4 months over $150 a month and getting a $240 credit after having to reach my breaking point mentally
1479186636000	798392738597240834	798388613453062144	_ItsaSHEthang_	ATTCares	0	@ATTCares thank you so much ?
1479186036000	798390221251428353	798389306863788032	dianadiluxe	ATTCares	0	@ATTCares Of course we have! ?? It is affecting several users in and around the 55423/55435/55420 area. Been going on since Sunday AM
1479185530000	798388099369811968	null	dianadiluxe	ATTCares	0	@ATTCares We are having issues with making and receiving calls and getting frequent 'no service' messages on our cells in MPLS. Please help!
1479185095000	798386273761140736	798385129798283264	KaneoHakune	ATTCares	0	@ATTCares called the help desk and scheduled a technician. Thanks anyway.
1479184875000	798385350661971968	null	vloggingDrJim	ATTCares	0	@ATTCares internet is the worst. Modem resets weekly by itself. Tonight it just doesn't like video. Ugh. #whatamipayingfor
1479184655000	798384428976324608	798198425925906433	Surayyah_	ATTCares	0	@ATTCares still not here
1479183989000	798381632419926016	798255001042821120	DaveTRW	ATTCares	0	@ATTCares that's horrible, honestly. It's really easy to give us the local programming, especially if we pay for it in our package.
1479183808000	798380875301978113	798359551066009600	NotDevinSeto	ATTCares	0	@ATTCares I'll just tell my service without dms. I have shit internet serve. AKA AT&amp;T!
1479183718000	798380499236360193	null	KaneoHakune	ATTCares	0	@ATTCares is there a service issue in Riverside CA? I'll change services because I can't work from home like this. On off on off on off
1479182953000	798377290459705344	798376615898136580	DH10	ATTCares	0	@ATTCares No error just pixelated screen. Several times and once for 15 min straight.
1479182612000	798375860734570496	797581746690818048	TheOnlyLauraLee	ATTCares	0	@ATTCares thanks for reaching out. Not sure
1479182511000	798375437080506369	796696389010984960	marnafriedman	ATTCares	0	@ATTCares Anything you didn't understand? Reread the message. It's pretty clear. #attfail
1479182427000	798375080954765312	798372557640568833	ocran_g	ATTCares	0	@ATTCares I need to speak to someone!
1479182419000	798375048654520320	798365026801352704	shredr90	ATTCares	0	@ATTCares With NO projected fix date.
1479182401000	798374974276980736	798365026801352704	shredr90	ATTCares	0	@ATTCares Only data and messaging works. Voice does not. The nearby ATT store has a sign posted out saying that the tower is down.
1479182337000	798374705690476544	798365026801352704	shredr90	ATTCares	0	@ATTCares 55423. I have a ATT mobile share family plan.
1479182132000	798373844490846209	null	DravenofKrypton	ATTCares	0	@ATTCares guys can you tell me why when I signed up with you, my new phone gets delayed a month when it was supposed to ship today?
1479182088000	798373662470467584	798190880276484098	patnaikvijaysai	ATTCares	0	@ATTCares That's the unlock request page. Already filled it few days ago, was denied. Then reached out to support team. Then tweeted here
1479181844000	798372638288707584	798371013423730688	Ship1725	ATTCares	0	@ATTCares trying to watch Westworld on HBOgo on my PS4 and it keeps freezing. I'm assuming I need to power down and power up or something?
1479180929000	798368798529167361	null	megan_black06	ATTCares	0	@ATTCares everything is distorted and I see no picture in the screen... restarting receiver... https://t.co/4snufe2d2d
1479180856000	798368494714757120	798367629216010240	_tyraforbes	ATTCares	0	@ATTCares jk, a representative helped me. Thanks!
1479180827000	798368370705973248	798352462767734784	ocran_g	ATTCares	0	@ATTCares this did not help tf
1479180496000	798366982470909953	null	ppaz	ATTCares	0	@attcares what's the email addy for complaints about customer service? apparently I've stumped your chat agents with this advanced question
1479179881000	798364406166028288	798363527782264832	MarkJaskulski	ATTCares	0	@ATTCares I'm not gonna air my problems on here for all to see. Will you Dem me?
1479179721000	798363733689061382	null	shredr90	ATTCares	0	@ATTCares Voice service in Richfield, MN been down for the last two days. Please do something about it. I don't pay 100/mo for this.
1479179721000	798363732422299648	798298313799897088	Sloaner92	ATTCares	0	@ATTCares hey, I just now saw your reply. I got connected to someone via the online chat and got it all sorted out (I hope)
1479178536000	798358763786932224	null	gavinmwade	ATTCares	0	@ATTCares I'm a little sad... https://t.co/k2e2dXkDra
1479178456000	798358427236003840	null	emarterella	ATTCares	0	@ATTCares ICU case sla exceeded within 7 minutes. Monique from loyalty was unbecoming to your brand. Does anyone care @ATTBusinessCare?
1479178075000	798356830896455680	798355770144395265	JIAMuniz	ATTCares	0	@ATTCares a DM has been sent!
1479177889000	798356049283596288	797953561346920448	NotDevinSeto	ATTCares	0	@ATTCares fuck you I wish I wasn't a customer. I can't even have two devices on the Internet at the same time.
1479177479000	798354329732136960	798354138929229824	JIAMuniz	ATTCares	0	@ATTCares oh hey! It's been occurring for about 25 minutes and I did try troubleshooting!
1479177420000	798354083493056512	798352879455272965	myylifeasnicole	ATTCares	0	@ATTCares @ATT I checked and can't find where it says in store availability
1479177253000	798353381039423488	798340773108449280	franklandt64	ATTCares	0	@ATTCares Service Type: U-verse High Speed Internet Account ending in: 7846
1479176466000	798350080776409088	798345411668811776	RaymondMcGinnis	ATTCares	0	@ATTCares I just sent my info in a DM a moment ago.
1479176311000	798349432387469312	null	signedJerry	ATTCares	0	@ATTCares help ?
1479175801000	798347293111877632	null	RedToothClaw	ATTCares	0	@ATTCares hi, any issues with uverse internet in South Los Angeles? Getting a flashing red on my router. Thanks
1479175544000	798346212172828672	798343415276503041	jvollrathTGC	ATTCares	0	@ATTCares No @AtTCares provided answers, @verizon doesn't seemed inclined to provide any information.  Hence the inquiry of switching to ATT
1479175084000	798344284575436800	null	MrGi11	ATTCares	0	@ATTCares Can you please check DM...
1479174938000	798343673251561472	798326072895041537	Mulder24	ATTCares	0	@ATTCares Why is it so difficult to report trouble on the land? For the last hour, I've jump thru a hoop!
1479174288000	798340943971659778	798340032750845953	Wolfie2142	ATTCares	0	@ATTCares when will it be in my area because it needs to be soon or you will lose a customer
1479173541000	798337810281459744	798331772127899648	franklandt64	ATTCares	0	@ATTCares Uverse service and 2 cellphones.
1479173420000	798337305308176384	797988419230171141	franklandt64	ATTCares	0	@ATTCares I have been on the phone all night with the rewards card division and nobody will help me. They keep hanging up the phone.
1479173401000	798337224894976000	798331772127899648	franklandt64	ATTCares	0	@ATTCares I have two cellphones and uverse service.
1479173293000	798336770702086144	null	zzatkin	ATTCares	0	@ATTCares Can you please look into my server's IP address being blocked by your email servers? I am listed on your RBL. Thank you.
1479173089000	798335916569952257	798335702463377409	Wolfie2142	ATTCares	0	@ATTCares that's a bad link
1479172834000	798334847961821184	null	kathrynlcannon	ATTCares	0	@ATTCares Rec'd email of chat transcript. Odd it doesn't match my screen captures of same chat. Horrible and unethical customer service
1479172832000	798334836725321728	null	analog76	ATTCares	0	@ATTCares  My account got hacked and someone ordered iPhone. I tried to reach CC and it keeps moving to another team. Horrible service.
1479172800000	798334705515036672	798334260952170496	ljcook58	ATTCares	0	@ATTCares "Oh No! We definetly don't want you to help you."  Typos? I'll get back to you.
1479172703000	798334298503774208	798333880797458432	Wolfie2142	ATTCares	0	@ATTCares I have a new router. But I just wanna know who I have to contact for gigabit services
1479172475000	798333342064246784	798329343600689152	jvollrathTGC	ATTCares	0	@ATTCares @Verizon straight forward answers make for easy decisions
1479172273000	798332492088573952	798330900849324032	Wolfie2142	ATTCares	0	@ATTCares like I've asked 5 times already I wanna test gigabit who do I need to talk to
1479172258000	798332432990617600	798331406204080128	KhloodIsmail	ATTCares	0	@ATTCares this unacceptable. I've been on hold for 2 FREAKIN HOURS you don't resoect people's time.HIRE MORE PEOPL I NEED 2 LIFT FRAUD ALERT
1479172026000	798331456233869312	798330900849324032	Wolfie2142	ATTCares	0	@ATTCares i have uverse and it's 3mbps I don't even need to run it
1479172010000	798331389087092736	null	zzatkin	ATTCares	0	@ATTCares I am having difficulties sending my uncle an email from my own email server. My server's IP is blocked by your RBL. Please help.
1479172007000	798331377233989632	798328403812384773	orangepez123	ATTCares	0	@ATTCares I have AT&amp;T Internet 18
1479171898000	798330921887920128	null	vbush	ATTCares	0	@ATTCares Second know-show for the day. 1-3pm no show. 5-8pm no show. Still waiting. #ATTdoesntcare
1479171518000	798329329214169088	null	xCaptKirk	ATTCares	0	@ATTCares can someone switch my frequenting back to fastpath instead of interleaved please?
1479171465000	798329105351516160	798323736059539456	Wolfie2142	ATTCares	0	@ATTCares just uverse but like I said I just want to know who I have to contact
1479171454000	798329059432394752	798328633823821826	ljcook58	ATTCares	0	@ATTCares  I'll get back with you. Too mad to try and deal with @ATT at the moment.
1479171413000	798328884706082816	null	nickba28	ATTCares	0	@ATTCares please fix internet outage in Palos park il asap https://t.co/0m1joa3UdC
1479171240000	798328161725464576	798327225321975809	ester_lalanne	ATTCares	0	@ATTCares my service with AT&amp;T has been nightmare. From being charged for same fees 2 times to misinformation from customer service.
1479170994000	798327128018341888	798326326973304833	HarleyLamey	ATTCares	0	@ATTCares U-Verse Internet
1479170797000	798326303552372740	798324985429426176	orangepez123	ATTCares	0	@ATTCares Since I cancelled my cable. Suddenly Netflix and any TV we stream is slow. It's been months now and getting worse
1479170751000	798326108903108608	798292217626558464	SharePointJoe	ATTCares	0	@ATTCares No i'm good.  Apple took care of me and didn't sweep me away.  All good.
1479170402000	798324644835041281	798323736059539456	Wolfie2142	ATTCares	0	@ATTCares I can't even play Xbox, I can barely watch YouTube or twitch I want something new
1479170379000	798324549020504064	null	kathrynlcannon	ATTCares	0	@ATTCares @ATT now been 6 hours messaging,chat,emails to fix AT&amp;T error. Last I heard back was over 2 hours ago. 25 year customer. Bye!
1479170358000	798324463318118401	798323736059539456	Wolfie2142	ATTCares	0	@ATTCares internet speeds in my area. Who do I talk to about gigabit testing
1479169757000	798321939366428672	null	Wolfie2142	ATTCares	0	@ATTCares who in the hell do I have to talk to get it test y'alls gigabit services because if I have to deal with slow speeds much longer
1479169613000	798321335608950784	null	orangepez123	ATTCares	0	@ATTCares Your internet service is the worst. I sure wish I could watch a damn show without it buffering every few seconds
1479169213000	798319659506204673	798316822684729344	HarleyLamey	ATTCares	0	@ATTCares I just sent a DM to you guys.
1479169108000	798319220807188480	798317208241700864	weshouldallcare	ATTCares	0	@ATTCares Signed up for Samsung 7 after first recall told good, recalled .Sold @DIRECTV bundle they did not bundle&amp;  Conflict w Internet.
1479168566000	798316947129700352	null	choklit12	ATTCares	0	@ATTCares I requested a manager - after 15 minutes of this nightmarish call, Justin said to hold for a manager then hu. Now they're closed
1479168406000	798316273801297920	null	choklit12	ATTCares	0	@ATTCares Your company took money from my account unauthorized. I called cs &amp; talked to Justin who asked what did I want him to do then h/u!
1479168392000	798316216540688385	798313587240501251	JonShadowpeeh	ATTCares	0	@ATTCares I doesn't matter if I am a #ATT customer or not! The project work isn't even in the easements. It is on private property.
1479168374000	798316138518065152	null	brigsby	ATTCares	0	@ATTCares uverse service is up and down. Is there an issue in central Alabama tonight?
1479168242000	798315586040299520	798314990184775680	I_Love_Crafts88	ATTCares	0	@ATTCares Sent you a message
1479168220000	798315494977585153	null	HarleyLamey	ATTCares	0	@ATTCares Here we go again. This is a daily occurrence. https://t.co/kvW9wnEE4Z
1479167989000	798314524101197824	null	ChelleHutt	ATTCares	0	@ATTCares Im not getting an ebill or a paper bill
1479167880000	798314069946028032	798296237124550656	hollywoodbe1	ATTCares	0	@ATTCares who is your counterparts? Is it LG?
1479167768000	798313598015668226	null	GregLee	ATTCares	0	@ATTCares Alexis in customer retention just knocked it out of the park. Incredible service!
1479167679000	798313225364406272	null	ChelleHutt	ATTCares	0	@ATTCares How long will it be before I talk to someone via phone
1479167656000	798313129507770368	798308188399476736	courtfaint8	ATTCares	0	@ATTCares what is the best way to reach out?? I really would like to a person directly now
1479167562000	798312732441411584	798007037686849540	BeBig112	ATTCares	0	@ATTCares 2 weeks or so
1479167069000	798310667203641344	798309771363385344	HollyxHawkes	ATTCares	0	@ATTCares it's fine, the paper bill got here before changes were made so it's a bit conflicting but it should be fine
1479166969000	798310247639023618	798309931401224194	dollskii	ATTCares	0	@ATTCares no it doesn't help because my internet has been shutting on and off very often. same thing has happened with my cousin
1479166810000	798309580472250369	798299156423081984	ChelleHutt	ATTCares	0	@ATTCares How long will it be before someone calls
1479166428000	798307978172506112	null	dollskii	ATTCares	0	@ATTCares please lower the prices of the internet.
1479166247000	798307220651917312	798306266233864192	I_Love_Crafts88	ATTCares	0	@ATTCares No, it still says page not found ?
1479165869000	798305634835841024	null	ReM1kZ	ATTCares	0	@ATTCares Still haven't fixed the issues with my phone that I have been having for the last 1-2 years. Can you guys give me my money back?
1479165772000	798305227111878656	798304601900548096	I_Love_Crafts88	ATTCares	0	@ATTCares When I click on the link it says page 404 not found .
1479165173000	798302715357106176	798302395927240705	I_Love_Crafts88	ATTCares	0	@ATTCares Yes, I did it through the help section on the TV it said the problem was in my home and I need to make an appointment
1479164246000	798298824393555968	798298185143820293	ChelleHutt	ATTCares	0	@ATTCares I sent my info requested
1479164036000	798297945179377664	null	ChelleHutt	ATTCares	0	@ATTCares Help asap with my acct
1479163846000	798297148139958272	null	ChelleHutt	ATTCares	0	@ATTCares I need some assistance plz
1479163653000	798296337913643009	null	ChelleHutt	ATTCares	0	@ATTCares DM check
1479163184000	798294371988697088	798290698130825216	auntT125	ATTCares	0	@ATTCares I know of two others in town with hardly any service. Is a tower down in Amarillo, TX?
1479162618000	798291996200800261	null	whorish	ATTCares	0	@ATTCares why does my cable &amp; internet keep going out ?
1479162191000	798290206914912256	798206716101861376	SharePointJoe	ATTCares	0	@ATTCares all set.
1479162085000	798289764243898368	798289598921244672	ClassedeBruno	ATTCares	0	@ATTCares I'll DM it
1479161970000	798289280665845760	798288196358590464	ClassedeBruno	ATTCares	0	@ATTCares At this point, the thing that would help is somebody from my local phone repair service to give me a call to schedule, possible?
1479161821000	798288653797695488	798288196358590464	ClassedeBruno	ATTCares	0	@ATTCares Yep, tried that!  Hopefully @CoxComm can offer better customer service!
1479161691000	798288108416430080	null	Crutnacker	ATTCares	0	@ATTCares We've been with you for years and the last four or five months service has gone to pot.  We need help.
1479161387000	798286833884893184	null	rexgannon	ATTCares	0	@ATTCares I'm being throttled and I'm under 22 gigs. Please help https://t.co/ej0H2wvqhB
1479160979000	798285123632451585	798284809240006656	ClassedeBruno	ATTCares	0	@ATTCares I have tried ALL DAY to schedule a repair on my home phone line, and always end up on the same automated service dead loop!
1479160901000	798284795918909440	798274072367026176	2run3JeFFree	ATTCares	0	@ATTCares nope, been working fine all weekend. Hope it stays that way.
1479160890000	798284749303386112	null	brooklyn631718	ATTCares	0	@ATTCares I'm thinking about leaving att
1479159795000	798280157425528832	null	KSPLAYZ_OG	ATTCares	0	@ATTCares what's the best internet speeds you guys provide
1479159627000	798279453923123200	798277383631421440	leogaming83	ATTCares	0	@ATTCares to switch i from a galaxy s6 to s7 edge
1479159445000	798278689284825088	null	vbush	ATTCares	0	@ATTCares INSTALL TECH IS A NO SHOW. See post screen shots assuring install for today https://t.co/4SeBVwybXk
1479159085000	798277177540284416	798267555819319296	EvanRazzaque	ATTCares	0	@ATTCares I firmly believe that because thats what they are doing with my issues which I have experienced about a month ago
1479159036000	798276972245708800	798267555819319296	EvanRazzaque	ATTCares	0	@ATTCares I believe your company does not allows you to turn things around , they only allow  you guys to be in a status quo ,
1479158887000	798276347089002496	798272895432716288	AtlantaMichael	ATTCares	0	@ATTCares  I tried to reply but it went out again at 4:18p.
1479158639000	798275310709981184	798270632446349312	leogaming83	ATTCares	0	@ATTCares i mean number sync
1479158355000	798274117455740928	null	vanhern	ATTCares	0	@ATTCares 20 yr customer leaving after AT&amp;T fail to provide proper information and gets stuck with a $700 bill. Customer of all AT&amp;T LOBs.
1479157865000	798272063655931904	null	TubingTyler	ATTCares	0	@ATTCares Precious on your chat team was awesome today, shame she is handcuffed by some strange non consumer friendly policies.
1479157743000	798271549010755584	798266927298777088	roonoid	ATTCares	0	@ATTCares I actually don't think you understand the problem...it's been going one for a year with no resolution.
1479157062000	798268693767659522	null	vbush	ATTCares	0	@ATTCares Install tech is a #noshow #ATTdoesntcare
1479156981000	798268356117741568	798263931722559488	shun	ATTCares	0	@ATTCares Thanks. The link wasn't helpful, however. Just found out @ATT Fiber charges $99 equipment even after cancellation within 30 days.
1479156759000	798267424936075265	798265806022963201	Reknowltoniii	ATTCares	0	@ATTCares AminahE, Until I get a follower on Twitter I can't so I've responded to the FB message ... Hoping for res… https://t.co/0CvSv2S7bL
1479156586000	798266696293183489	798249990573330432	mrmess	ATTCares	0	@ATTCares as you can see, wifi assist isn't the problem. https://t.co/vbx3sEJbdH
