External User ID	User ID Type	Internal User ID
RawDoggyG	Twitter	1346
RaymondMcGinnis	Twitter	1347
ReM1kZ	Twitter	1348
ReadySetRace_14	Twitter	1349
RealEstateAdvi1	Twitter	1350
RedToothClaw	Twitter	1351
Reknowltoniii	Twitter	1352
RichardMac82	Twitter	1353
RichardW78	Twitter	1354
RickMiles66	Twitter	1355
Ridd1e	Twitter	1356
RobErickson	Twitter	1357
RobPeazy	Twitter	1358
RobertAnnis	Twitter	1359
RockChalkKU58	Twitter	1360
RockSargent	Twitter	1361
Rocksteady920	Twitter	1362
RockyD821	Twitter	1363
RoniRants	Twitter	1364
RxdicalMMXII	Twitter	1365
RyanRimm	Twitter	1366
SFWhetsell	Twitter	1367
SGIc3man	Twitter	1368
S_OzZy825	Twitter	1369
SadManLikesMeme	Twitter	1370
SadkoEU	Twitter	1371
SamuelScribble	Twitter	1372
SaxxWilliam	Twitter	1373
SayItSpeakIt	Twitter	1374
Schultzieno	Twitter	1375
ScottBorgmier	Twitter	1376
ScottFrom60606	Twitter	1377
ScottLindberg	Twitter	1378
Scott_Beamer	Twitter	1379
Sde81883380	Twitter	1380
SedrickRice	Twitter	1381
Sedsaidit	Twitter	1382
SeitzCatherine	Twitter	1383
SergioEDuran1	Twitter	1384
Sgomez0220	Twitter	1385
ShakesNStirs	Twitter	1386
ShaleenZahari	Twitter	1387
SharePointJoe	Twitter	1388
ShawnSmithwick	Twitter	1389
ShawnieeL	Twitter	1390
SheenaMerkle	Twitter	1391
Ship1725	Twitter	1392
Shuga_babi	Twitter	1393
SidneyMWS	Twitter	1394
SimantPurohit	Twitter	1395
SimplyWithDawn	Twitter	1396
Sirkdog	Twitter	1397
Sjord_uV	Twitter	1398
Sloaner92	Twitter	1399
Snore31	Twitter	1400
SpinmanTV	Twitter	1401
StephCrass	Twitter	1402
StephanieGhysel	Twitter	1403
Stewart_Hasty	Twitter	1404
StickyStimuli	Twitter	1405
StillSourDiesel	Twitter	1406
SueRD1	Twitter	1407
SuperRed_Head	Twitter	1408
SuperfanOtter	Twitter	1409
Surayyah_	Twitter	1410
SuzanneAkhras	Twitter	1411
Sveke21	Twitter	1412
SweetlyDefiantB	Twitter	1413
Swindle2012	Twitter	1414
Sxgura	Twitter	1415
SydneyOutlaws	Twitter	1416
TAINTEDLUVV	Twitter	1417
TDOG_GAMES_	Twitter	1418
TJAldridge_	Twitter	1419
TR4d3_aLa_M	Twitter	1420
TammyEWhaley	Twitter	1421
Temple128	Twitter	1422
Texasagronomo	Twitter	1423
ThatGurl540	Twitter	1424
TheBigRog43	Twitter	1425
TheBoyWander	Twitter	1426
TheChicBookworm	Twitter	1427
TheFrugalShrimp	Twitter	1428
TheKPPeel	Twitter	1429
TheLeviSerf	Twitter	1430
TheLonelyQueenX	Twitter	1431
TheOnlyLauraLee	Twitter	1432
ThePlexusGirl	Twitter	1433
TheRealJonBower	Twitter	1434
TheRealSteiney	Twitter	1435
TheRealTJKnight	Twitter	1436
TheSamWhitman	Twitter	1437
The_PigeonPost	Twitter	1438
Theo0702	Twitter	1439
Thomasdong4	Twitter	1440
Tiaira__	Twitter	1441
Tidus10	Twitter	1442
TiinaPuk	Twitter	1443
TimWoods43	Twitter	1444
Timms40	Twitter	1445
TimothyBramlett	Twitter	1446
TinaMcNulty	Twitter	1447
TinsleyWarren	Twitter	1448
ToniGonzalez_1	Twitter	1449
TooTallForChina	Twitter	1450
TragicSandwich	Twitter	1451
TrekieWarsGamer	Twitter	1452
TrevorMonty	Twitter	1453
TreyBear778	Twitter	1454
TristanLavish	Twitter	1455
TubingTyler	Twitter	1456
TuxedoMat	Twitter	1457
TweetleDee2b	Twitter	1458
TyboldBSG	Twitter	1459
Tyler63Horn	Twitter	1460
TylerAlbe	Twitter	1461
Tyler_England	Twitter	1462
USAFHSoper	Twitter	1463
UTHNKUKNOME	Twitter	1464
UltimateDude79	Twitter	1465
UnsatisfiedUser	Twitter	1466
V7Zero	Twitter	1467
VA_APC	Twitter	1468
Valvoline8	Twitter	1469
VampWriterGRRL	Twitter	1470
VampinGamer	Twitter	1471
VikiJohnson_BBC	Twitter	1472
Vikings1961	Twitter	1473
VinnyLo480	Twitter	1474
Viper20184	Twitter	1475
VuittonDon86	Twitter	1476
WVMattaineer	Twitter	1477
WakishaBailey	Twitter	1478
WaleedVibes	Twitter	1479
Wardowski2	Twitter	1480
WarmMonkey	Twitter	1481
WayneCapps	Twitter	1482
WhiteRabbitKel	Twitter	1483
WingandaFlare	Twitter	1484
Woes_310	Twitter	1485
Wolfie2142	Twitter	1486
WoodysWorldTV	Twitter	1487
YOURTWITISTIGHT	Twitter	1488
Yinzer412	Twitter	1489
Yobby_	Twitter	1490
Yolo_or_froyo	Twitter	1491
YoungJazzyHo	Twitter	1492
ZStoneburner	Twitter	1493
Zivirus	Twitter	1494
ZosimaSays	Twitter	1495
_AnisaRachelle	Twitter	1496
_BrianDay	Twitter	1497
_ItsaSHEthang_	Twitter	1498
_LittleBrittani	Twitter	1499
_MVXIMILLIVN_	Twitter	1500
_MsLovely93	Twitter	1501
_PeteO_	Twitter	1502
__BriAnta	Twitter	1503
__hollz	Twitter	1504
_clairetupper	Twitter	1505
_ddubb	Twitter	1506
_john_dalton	Twitter	1507
_lala_lali_	Twitter	1508
_lobro_	Twitter	1509
_maksaf	Twitter	1510
_oar2011	Twitter	1511
_tyraforbes	Twitter	1512
_whoTFcares	Twitter	1513
ae6dx	Twitter	1514
agarwalm	Twitter	1515
akaScoMac	Twitter	1516
akidnamedPAT	Twitter	1517
alexholian	Twitter	1518
alexisp	Twitter	1519
allenmb	Twitter	1520
almaystero07	Twitter	1521
alyssa_v24	Twitter	1522
amielu2	Twitter	1523
amurra17	Twitter	1524
amytimberdave	Twitter	1525
analog76	Twitter	1526
anamika_alam	Twitter	1527
angellah	Twitter	1528
angeltacos	Twitter	1529
annatan526	Twitter	1530
anyclinic	Twitter	1531
apfreymann	Twitter	1532
ashleybsumerel	Twitter	1533
ashleypiburn	Twitter	1534
ashleyraemedina	Twitter	1535
ashoddd	Twitter	1536
ashthewriter	Twitter	1537
atbeaut_	Twitter	1538
atiensivu	Twitter	1539
atrain2324	Twitter	1540
auntT125	Twitter	1541
awilliamlamb	Twitter	1542
awstie1	Twitter	1543
azsunspot	Twitter	1544
badcompany76	Twitter	1545
badhatharry	Twitter	1546
bahlders1	Twitter	1547
bayousteelers	Twitter	1548
bcherrybuckeye	Twitter	1549
beggarscoin	Twitter	1550
bellatrixls	Twitter	1551
benalt	Twitter	1552
betinisme	Twitter	1553
betweentsynapse	Twitter	1554
bikerchickintx	Twitter	1555
bikeridanyc	Twitter	1556
billyocracy	Twitter	1557
biscuitsarse	Twitter	1558
bj3g2d	Twitter	1559
bjlesa	Twitter	1560
bjmccracken	Twitter	1561
blumphotography	Twitter	1562
bmamo	Twitter	1563
bmitchelltool	Twitter	1564
bmurs21	Twitter	1565
bobbywolfe	Twitter	1566
boilerchik	Twitter	1567
bradgrimmett	Twitter	1568
brainxvision	Twitter	1569
brianarn	Twitter	1570
brianlarabee	Twitter	1571
brigsby	Twitter	1572
brockdsays	Twitter	1573
brooklyn631718	Twitter	1574
brooksbr2235	Twitter	1575
brooktroberts	Twitter	1576
buccanoles	Twitter	1577
busyman25	Twitter	1578
bzygo	Twitter	1579
caboderoca	Twitter	1580
caifanmmx	Twitter	1581
calebyanez_	Twitter	1582
calvinwebster	Twitter	1583
cameron_snow	Twitter	1584
campbanks	Twitter	1585
carlosarze	Twitter	1586
carlosfdordz	Twitter	1587
cathybkemp	Twitter	1588
cbrenz	Twitter	1589
ccie17319	Twitter	1590
cdweyer	Twitter	1591
cedricwehunt	Twitter	1592
cekeandaji	Twitter	1593
celestialplague	Twitter	1594
chagocal	Twitter	1595
chaoticbuddhist	Twitter	1596
chasedaigle	Twitter	1597
chasehowza	Twitter	1598
chatomiguel	Twitter	1599
chea_seth	Twitter	1600
cherricarb	Twitter	1601
chicagojack	Twitter	1602
chieefkreep	Twitter	1603
chigrl19	Twitter	1604
choklit12	Twitter	1605
chouse901	Twitter	1606
chris693850	Twitter	1607
chrisabowman	Twitter	1608
chudson316	Twitter	1609
chuyyymonster	Twitter	1610
ckeck	Twitter	1611
clarkeLsmith	Twitter	1612
cobaininchains	Twitter	1613
codygliss	Twitter	1614
colin81667	Twitter	1615
colindowling	Twitter	1616
collinp2	Twitter	1617
connoja	Twitter	1618
conz	Twitter	1619
cooltkll	Twitter	1620
cornerworker	Twitter	1621
courtfaint8	Twitter	1622
crashn5150	Twitter	1623
creationdespite	Twitter	1624
csc2jahnavi1	Twitter	1625
cswhite82	Twitter	1626
cxf12	Twitter	1627
cynfac	Twitter	1628
d3lbto	Twitter	1629
daakusaxena	Twitter	1630
daveg65	Twitter	1631
davidlmedinaiii	Twitter	1632
davidschasteen	Twitter	1633
ddayley	Twitter	1634
ddryan	Twitter	1635
debhead	Twitter	1636
deepakjayanna	Twitter	1637
deeperthink	Twitter	1638
dennissiller	Twitter	1639
derekdgarcia	Twitter	1640
derekwithaD	Twitter	1641
devbeau40	Twitter	1642
dfd3036	Twitter	1643
dfields77	Twitter	1644
dgcaste	Twitter	1645
dheim473	Twitter	1646
dianadiluxe	Twitter	1647
dollskii	Twitter	1648
doneven6	Twitter	1649
downandmarq	Twitter	1650
drallison	Twitter	1651
drgwbrown	Twitter	1652
drkknits	Twitter	1653
dschneidermusic	Twitter	1654
dsixx964	Twitter	1655
dtlb562	Twitter	1656
dustinstoll	Twitter	1657
edosan21	Twitter	1658
edwardgcook3	Twitter	1659
eirdiuz	Twitter	1660
ekmedia	Twitter	1661
elise81	Twitter	1662
elizalaze01	Twitter	1663
elreyraton	Twitter	1664
elsiefire	Twitter	1665
emarterella	Twitter	1666
embguy	Twitter	1667
emilywu0227	Twitter	1668
empow30	Twitter	1669
energyheadhunt	Twitter	1670
erberner	Twitter	1671
erikahuntermc	Twitter	1672
ester_lalanne	Twitter	1673
etravishappy	Twitter	1674
evilusmcgk54	Twitter	1675
exciting2u	Twitter	1676
exinfernum1	Twitter	1677
faithschonauer	Twitter	1678
fasternu20	Twitter	1679
fawkes1311605	Twitter	1680
firedupchippewa	Twitter	1681
flattestrelic23	Twitter	1682
forbitnluvromi	Twitter	1683
formersulkin	Twitter	1684
franklandt64	Twitter	1685
franktonIII	Twitter	1686
fucchey	Twitter	1687
fugubot	Twitter	1688
fupan26	Twitter	1689
gainfulfish	Twitter	1690
gavinmwade	Twitter	1691
genegig	Twitter	1692
georgelaw	Twitter	1693
georgiaguy8	Twitter	1694
giannaalyshia	Twitter	1695
goatygurl	Twitter	1696
groom_z	Twitter	1697
growingupgeeky	Twitter	1698
hailey_geert15	Twitter	1699
haleyrobo	Twitter	1700
halleneeg	Twitter	1701
haney_andre	Twitter	1702
harrylakin	Twitter	1703
hblanarik	Twitter	1704
heathermham	Twitter	1705
hellokatiejo	Twitter	1706
hemega5	Twitter	1707
heyjennyy	Twitter	1708
hoffnz	Twitter	1709
hollywoodbe1	Twitter	1710
hoopsmom	Twitter	1711
howland_stephen	Twitter	1712
hsuabbshwb	Twitter	1713
huffman	Twitter	1714
hunter49686	Twitter	1715
huztlazgreed	Twitter	1716
iBonitaApplebum	Twitter	1717
iTodd08	Twitter	1718
i_am_hera04	Twitter	1719
iamjohncarlos	Twitter	1720
ianamm	Twitter	1721
ilbznu3	Twitter	1722
ileff	Twitter	1723
imvaleriejk	Twitter	1724
ircri	Twitter	1725
irishdriven	Twitter	1726
itmantx	Twitter	1727
itsCindyBeech	Twitter	1728
itscourt1369	Twitter	1729
itsmadsn0	Twitter	1730
jamesb5133	Twitter	1731
jamesdaniels8	Twitter	1732
jarifi12	Twitter	1733
jasonstuff	Twitter	1734
jazzshabamm	Twitter	1735
jbrynorris	Twitter	1736
jcaldwell4167	Twitter	1737
jdos22	Twitter	1738
jdprose	Twitter	1739
jeffgreene66	Twitter	1740
jennkaotic	Twitter	1741
jennyliz93	Twitter	1742
jessiker13	Twitter	1743
jhauser42	Twitter	1744
jimmygay	Twitter	1745
jimmyted52	Twitter	1746
jmwallace14	Twitter	1747
joann2662	Twitter	1748
joemueller66	Twitter	1749
joeyk329	Twitter	1750
john_mingus	Twitter	1751
johnhealy18	Twitter	1752
johnjosephTX	Twitter	1753
jonpone68	Twitter	1754
jontsuei	Twitter	1755
josephbriscoe1	Twitter	1756
joshonthenet	Twitter	1757
jpwoosley	Twitter	1758
jrockyouroll	Twitter	1759
jsamardak	Twitter	1760
jtimm684	Twitter	1761
juan3druiz	Twitter	1762
julieplec	Twitter	1763
justblunt4u	Twitter	1764
justinparkes	Twitter	1765
jvollrathTGC	Twitter	1766
jwatt85	Twitter	1767
k_mariexx95	Twitter	1768
kalijaymes	Twitter	1769
kami_rogers	Twitter	1770
kathrynlcannon	Twitter	1771
kcnewhaven	Twitter	1772
keegbot	Twitter	1773
kelseytaylor	Twitter	1774
kendyllcierra	Twitter	1775
kevin33040	Twitter	1776
kevinlh34	Twitter	1777
khamarinsem	Twitter	1778
kidcasss	Twitter	1779
kiliccmustafaa	Twitter	1780
kindakyra	Twitter	1781
kiwi_kim88	Twitter	1782
kmsmith1108	Twitter	1783
kngsport	Twitter	1784
kplove10	Twitter	1785
kristina_ra	Twitter	1786
kurbstomper	Twitter	1787
kushjain	Twitter	1788
kylec_4	Twitter	1789
kylexcited	Twitter	1790
laceyy_g	Twitter	1791
lafaye1006	Twitter	1792
laim173	Twitter	1793
laura_freund	Twitter	1794
lauraecan	Twitter	1795
lauren_edavis	Twitter	1796
laurenebalo	Twitter	1797
laurieasmith15	Twitter	1798
legallybombb_	Twitter	1799
leogaming83	Twitter	1800
leslieastringer	Twitter	1801
letsdobusiness_	Twitter	1802
letsgowolfpack	Twitter	1803
lifebeautymore	Twitter	1804
lik2bikarmy	Twitter	1805
lilwineprincess	Twitter	1806
ljcook58	Twitter	1807
luchoap	Twitter	1808
magziesb	Twitter	1809
manya8899	Twitter	1810
maribe_mariana	Twitter	1811
marijonoverolar	Twitter	1812
mark_ramdial	Twitter	1813
markgmed	Twitter	1814
markwilly	Twitter	1815
marnafriedman	Twitter	1816
marzuoqalharbi	Twitter	1817
matma	Twitter	1818
matt_brandi	Twitter	1819
maxpixelation	Twitter	1820
maynotfly	Twitter	1821
mboylan	Twitter	1822
mbuckingham	Twitter	1823
mdt_ross	Twitter	1824
meesserjohn	Twitter	1825
megan_black06	Twitter	1826
meghan1021	Twitter	1827
melissax308	Twitter	1828
melokc	Twitter	1829
merenic02	Twitter	1830
midge_828	Twitter	1831
mike_maddenn	Twitter	1832
mikerowan	Twitter	1833
misfitmarceline	Twitter	1834
missiskippy	Twitter	1835
misss_lisa	Twitter	1836
mitul_test	Twitter	1837
mjhensler	Twitter	1838
mjp11127	Twitter	1839
mking1988	Twitter	1840
mlarned1	Twitter	1841
mmbaconomnom	Twitter	1842
mmgarda	Twitter	1843
mochamistie	Twitter	1844
mom2sassybeau	Twitter	1845
monxgza	Twitter	1846
moose4computers	Twitter	1847
moxieone1963	Twitter	1848
mplovato_matt	Twitter	1849
mpomeroywallace	Twitter	1850
mrenz70	Twitter	1851
mrggfep	Twitter	1852
mrmess	Twitter	1853
mrsb3bo	Twitter	1854
mrstoneking2u	Twitter	1855
mrwjdavis	Twitter	1856
msedlock9292	Twitter	1857
mselss	Twitter	1858
mslyshababy	Twitter	1859
mstang917	Twitter	1860
mstrong8	Twitter	1861
mthun3	Twitter	1862
murphyrae_	Twitter	1863
myylifeasnicole	Twitter	1864
n_j_p1	Twitter	1865
naeunyeoshin_	Twitter	1866
narwhallies	Twitter	1867
nataliestfu	Twitter	1868
nickba28	Twitter	1869
nickjsciullo	Twitter	1870
nimrod19	Twitter	1871
nraw08	Twitter	1872
nusairat	Twitter	1873
ochosoto	Twitter	1874
ocran_g	Twitter	1875
octaviablakeish	Twitter	1876
officialMIZU	Twitter	1877
orangepez123	Twitter	1878
oyukay	Twitter	1879
pabloproenza	Twitter	1880
pah2337	Twitter	1881
pappjo	Twitter	1882
patnaikvijaysai	Twitter	1883
paulthomas001	Twitter	1884
paulvigil	Twitter	1885
pazzesco_gc	Twitter	1886
pburchins	Twitter	1887
peacechikflower	Twitter	1888
pearldrop_	Twitter	1889
petereng7	Twitter	1890
pizknight	Twitter	1891
pkcurrie	Twitter	1892
pnanua	Twitter	1893
po_pat	Twitter	1894
politicaljimbo	Twitter	1895
ppaz	Twitter	1896
prismaticpearls	Twitter	1897
professornegro	Twitter	1898
promackid	Twitter	1899
ptcarroll3	Twitter	1900
ptrk628	Twitter	1901
pwfritz	Twitter	1902
pwoodby66	Twitter	1903
q1o2	Twitter	1904
r2d2isajedi	Twitter	1905
r9krachel	Twitter	1906
r_pluta	Twitter	1907
racinejake	Twitter	1908
