Internal User ID	Country	State	City
1123	United States	New Hampshire	NA	
1124	United States	Tennessee	NA	
1125	United States	Wisconsin	NA	
1126	United States	Alaska	NA	
1127	United States	Nevada	NA	
1128	United States	Colorado	NA	
1129	United States	Idaho	NA	
1130	United States	North Dakota	NA	
1131	United States	Maine	NA	
1132	United States	Tennessee	NA	
1133	United States	Texas	NA	
1134	United States	Virginia	NA	
1135	United States	North Dakota	NA	
1136	United States	Mississippi	NA	
1137	United States	Kansas	NA	
1138	United States	Iowa	NA	
1139	United States	Iowa	NA	
1140	United States	Hawaii	NA	
1141	United States	Wyoming	NA	
1142	United States	Dist of Columbia	NA	
1143	United States	Arkansas	NA	
1144	United States	Colorado	NA	
1145	United States	Rhode Island	NA	
1146	United States	Mississippi	NA	
1147	United States	Oregon	NA	
1148	United States	Delaware	NA	
1149	United States	Louisiana	NA	
1150	United States	New York	NA	
1151	United States	New Jersey	NA	
1152	United States	North Dakota	NA	
1153	United States	Tennessee	NA	
1154	United States	Kansas	NA	
1155	United States	Alabama	NA	
1156	United States	Oklahoma	NA	
1157	United States	Indiana	NA	
1158	United States	Illinois	NA	
1159	United States	Connecticut	NA	
1160	United States	Arizona	NA	
1161	United States	Hawaii	NA	
1162	United States	Illinois	NA	
1163	United States	North Dakota	NA	
1164	United States	Texas	NA	
1165	United States	Nevada	NA	
1166	United States	Indiana	NA	
1167	United States	Indiana	NA	
1168	United States	Utah	NA	
1169	United States	Alabama	NA	
1170	United States	Nebraska	NA	
1171	United States	Iowa	NA	
1172	United States	Nebraska	NA	
1173	United States	South Dakota	NA	
1174	United States	Oregon	NA	
1175	United States	Massachusetts	NA	
1176	United States	Arkansas	NA	
1177	United States	North Dakota	NA	
1178	United States	South Dakota	NA	
1179	United States	New Jersey	NA	
1180	United States	Arkansas	NA	
1181	United States	Minnesota	NA	
1182	United States	Kentucky	NA	
1183	United States	Arizona	NA	
1184	United States	Kansas	NA	
1185	United States	North Dakota	NA	
1186	United States	Louisiana	NA	
1187	United States	Colorado	NA	
1188	United States	Connecticut	NA	
1189	United States	West Virginia	NA	
1190	United States	Delaware	NA	
1191	United States	Arkansas	NA	
1192	United States	Connecticut	NA	
1193	United States	Nebraska	NA	
1194	United States	Wisconsin	NA	
1195	United States	New Hampshire	NA	
1196	United States	Texas	NA	
1197	United States	Dist of Columbia	NA	
1198	United States	Kansas	NA	
1199	United States	Maine	NA	
1200	United States	Minnesota	NA	
1201	United States	California	NA	
1202	United States	Massachusetts	NA	
1203	United States	Arkansas	NA	
1204	United States	Tennessee	NA	
1205	United States	Iowa	NA	
1206	United States	Oklahoma	NA	
1207	United States	Texas	NA	
1208	United States	Texas	NA	
1209	United States	Michigan	NA	
1210	United States	California	NA	
1211	United States	Connecticut	NA	
1212	United States	Washington	NA	
1213	United States	Oklahoma	NA	
1214	United States	North Dakota	NA	
1215	United States	Virginia	NA	
1216	United States	Rhode Island	NA	
1217	United States	Iowa	NA	
1218	United States	Iowa	NA	
1219	United States	Pennsylvania	NA	
1220	United States	Alaska	NA	
1221	United States	Vermont	NA	
1222	United States	Arkansas	NA	
1223	United States	Alabama	NA	
1224	United States	Vermont	NA	
1225	United States	Missouri	NA	
1226	United States	Minnesota	NA	
1227	United States	Florida	NA	
1228	United States	Connecticut	NA	
1229	United States	Tennessee	NA	
1230	United States	Iowa	NA	
1231	United States	Utah	NA	
1232	United States	Massachusetts	NA	
1233	United States	Kansas	NA	
1234	United States	Louisiana	NA	
1235	United States	Nevada	NA	
1236	United States	Indiana	NA	
1237	United States	Hawaii	NA	
1238	United States	Maine	NA	
1239	United States	North Carolina	NA	
1240	United States	Mississippi	NA	
1241	United States	Minnesota	NA	
1242	United States	Maryland	NA	
1243	United States	New Hampshire	NA	
1244	United States	Illinois	NA	
1245	United States	New Hampshire	NA	
1246	United States	Dist of Columbia	NA	
1247	United States	Nevada	NA	
1248	United States	Massachusetts	NA	
1249	United States	Washington	NA	
1250	United States	West Virginia	NA	
1251	United States	New Hampshire	NA	
1252	United States	Utah	NA	
1253	United States	Missouri	NA	
1254	United States	Washington	NA	
1255	United States	Ohio	NA	
1256	United States	Louisiana	NA	
1257	United States	New York	NA	
1258	United States	Massachusetts	NA	
1259	United States	Florida	NA	
1260	United States	Texas	NA	
1261	United States	New Jersey	NA	
1262	United States	Minnesota	NA	
1263	United States	South Carolina	NA	
1264	United States	Michigan	NA	
1265	United States	South Dakota	NA	
1266	United States	Virginia	NA	
1267	United States	Kansas	NA	
1268	United States	Illinois	NA	
1269	United States	Arkansas	NA	
1270	United States	Illinois	NA	
1271	United States	Idaho	NA	
1272	United States	Michigan	NA	
1273	United States	Iowa	NA	
1274	United States	Mississippi	NA	
1275	United States	Nebraska	NA	
1276	United States	North Dakota	NA	
1277	United States	West Virginia	NA	
1278	United States	South Carolina	NA	
1279	United States	Maine	NA	
1280	United States	Louisiana	NA	
1281	United States	Alabama	NA	
1282	United States	Washington	NA	
1283	United States	Indiana	NA	
1284	United States	Wyoming	NA	
1285	United States	Kentucky	NA	
1286	United States	Idaho	NA	
1287	United States	Texas	NA	
1288	United States	Rhode Island	NA	
1289	United States	Massachusetts	NA	
1290	United States	Kentucky	NA	
1291	United States	Maine	NA	
1292	United States	Missouri	NA	
1293	United States	Arizona	NA	
1294	United States	Louisiana	NA	
1295	United States	South Dakota	NA	
1296	United States	Tennessee	NA	
1297	United States	Arizona	NA	
1298	United States	Connecticut	NA	
1299	United States	Florida	NA	
1300	United States	Illinois	NA	
1301	United States	Maine	NA	
1302	United States	Missouri	NA	
1303	United States	Nebraska	NA	
1304	United States	Pennsylvania	NA	
1305	United States	New York	NA	
1306	United States	Kentucky	NA	
1307	United States	New Jersey	NA	
1308	United States	Delaware	NA	
1309	United States	California	NA	
1310	United States	Nebraska	NA	
1311	United States	North Carolina	NA	
1312	United States	North Carolina	NA	
1313	United States	New Hampshire	NA	
1314	United States	Rhode Island	NA	
1315	United States	Alabama	NA	
1316	United States	Indiana	NA	
1317	United States	Hawaii	NA	
1318	United States	California	NA	
1319	United States	South Carolina	NA	
1320	United States	Kentucky	NA	
1321	United States	Kentucky	NA	
1322	United States	Connecticut	NA	
1323	United States	West Virginia	NA	
1324	United States	Louisiana	NA	
1325	United States	Florida	NA	
1326	United States	Pennsylvania	NA	
1327	United States	California	NA	
1328	United States	Nebraska	NA	
1329	United States	Michigan	NA	
1330	United States	Maryland	NA	
1331	United States	Utah	NA	
1332	United States	Delaware	NA	
1333	United States	Alabama	NA	
1334	United States	Pennsylvania	NA	
1335	United States	Wyoming	NA	
1336	United States	Maryland	NA	
1337	United States	Nevada	NA	
1338	United States	Virginia	NA	
1339	United States	Louisiana	NA	
1340	United States	Wisconsin	NA	
1341	United States	Wyoming	NA	
1342	United States	Indiana	NA	
1343	United States	Georgia	NA	
1344	United States	Maine	NA	
1345	United States	Alabama	NA	
1346	United States	Rhode Island	NA	
1347	United States	Oklahoma	NA	
1348	United States	Arizona	NA	
1349	United States	North Dakota	NA	
1350	United States	Vermont	NA	
1351	United States	Minnesota	NA	
1352	United States	Virginia	NA	
1353	United States	Maine	NA	
1354	United States	Pennsylvania	NA	
1355	United States	Nebraska	NA	
1356	United States	Oklahoma	NA	
1357	United States	West Virginia	NA	
1358	United States	Maryland	NA	
1359	United States	South Carolina	NA	
1360	United States	Kentucky	NA	
1361	United States	Missouri	NA	
1362	United States	Oklahoma	NA	
1363	United States	Ohio	NA	
1364	United States	Missouri	NA	
1365	United States	Rhode Island	NA	
1366	United States	Minnesota	NA	
1367	United States	Rhode Island	NA	
1368	United States	Dist of Columbia	NA	
1369	United States	Maine	NA	
1370	United States	North Dakota	NA	
1371	United States	Arkansas	NA	
1372	United States	Montana	NA	
1373	United States	Utah	NA	
1374	United States	West Virginia	NA	
1375	United States	Indiana	NA	
1376	United States	Indiana	NA	
1377	United States	New Hampshire	NA	
1378	United States	Alaska	NA	
1379	United States	Pennsylvania	NA	
1380	United States	West Virginia	NA	
1381	United States	Virginia	NA	
1382	United States	Georgia	NA	
1383	United States	Mississippi	NA	
1384	United States	New Jersey	NA	
1385	United States	Delaware	NA	
1386	United States	West Virginia	NA	
1387	United States	Wisconsin	NA	
1388	United States	Utah	NA	
1389	United States	Dist of Columbia	NA	
1390	United States	Oregon	NA	
1391	United States	Connecticut	NA	
1392	United States	Louisiana	NA	
1393	United States	Oklahoma	NA	
1394	United States	South Dakota	NA	
1395	United States	Washington	NA	
1396	United States	Kansas	NA	
1397	United States	New Mexico	NA	
1398	United States	Kentucky	NA	
1399	United States	Arkansas	NA	
1400	United States	Vermont	NA	
1401	United States	Georgia	NA	
1402	United States	Minnesota	NA	
1403	United States	Nevada	NA	
1404	United States	Vermont	NA	
1405	United States	Indiana	NA	
1406	United States	Maine	NA	
1407	United States	Vermont	NA	
1408	United States	Minnesota	NA	
1409	United States	Washington	NA	
1410	United States	Tennessee	NA	
1411	United States	Utah	NA	
1412	United States	Maryland	NA	
1413	United States	Arkansas	NA	
1414	United States	North Carolina	NA	
1415	United States	Hawaii	NA	
1416	United States	Florida	NA	
1417	United States	Colorado	NA	
1418	United States	Oklahoma	NA	
1419	United States	New York	NA	
1420	United States	Rhode Island	NA	
1421	United States	Georgia	NA	
1422	United States	North Carolina	NA	
1423	United States	Virginia	NA	
1424	United States	Maryland	NA	
1425	United States	Montana	NA	
1426	United States	Arizona	NA	
1427	United States	Arkansas	NA	
1428	United States	Dist of Columbia	NA	
1429	United States	Arizona	NA	
1430	United States	Rhode Island	NA	
1431	United States	Utah	NA	
1432	United States	Indiana	NA	
1433	United States	Maryland	NA	
1434	United States	Alaska	NA	
1435	United States	Colorado	NA	
1436	United States	Nebraska	NA	
1437	United States	New York	NA	
1438	United States	Delaware	NA	
1439	United States	Georgia	NA	
1440	United States	Tennessee	NA	
1441	United States	Idaho	NA	
1442	United States	New Mexico	NA	
1443	United States	Ohio	NA	
1444	United States	Montana	NA	
1445	United States	Alabama	NA	
1446	United States	Montana	NA	
1447	United States	Pennsylvania	NA	
1448	United States	Florida	NA	
1449	United States	Connecticut	NA	
1450	United States	Kansas	NA	
1451	United States	Alaska	NA	
1452	United States	Georgia	NA	
1453	United States	Missouri	NA	
1454	United States	Massachusetts	NA	
1455	United States	West Virginia	NA	
1456	United States	Oklahoma	NA	
1457	United States	Colorado	NA	
1458	United States	Illinois	NA	
1459	United States	Oregon	NA	
1460	United States	Alaska	NA	
1461	United States	Nebraska	NA	
1462	United States	Alaska	NA	
1463	United States	Iowa	NA	
1464	United States	Mississippi	NA	
1465	United States	California	NA	
1466	United States	Connecticut	NA	
1467	United States	Nevada	NA	
1468	United States	Wisconsin	NA	
1469	United States	Washington	NA	
1470	United States	Alabama	NA	
1471	United States	Kentucky	NA	
1472	United States	Alabama	NA	
1473	United States	New Mexico	NA	
1474	United States	New Mexico	NA	
1475	United States	New Jersey	NA	
1476	United States	South Carolina	NA	
1477	United States	Kansas	NA	
1478	United States	South Dakota	NA	
1479	United States	New Mexico	NA	
1480	United States	Missouri	NA	
1481	United States	Delaware	NA	
1482	United States	South Carolina	NA	
1483	United States	New Hampshire	NA	
1484	United States	Mississippi	NA	
1485	United States	North Dakota	NA	
1486	United States	Mississippi	NA	
1487	United States	Tennessee	NA	
1488	United States	Florida	NA	
1489	United States	Georgia	NA	
1490	United States	New York	NA	
1491	United States	New Jersey	NA	
1492	United States	West Virginia	NA	
1493	United States	North Carolina	NA	
1494	United States	Iowa	NA	
1495	United States	Utah	NA	
1496	United States	New Mexico	NA	
1497	United States	Utah	NA	
1498	United States	Missouri	NA	
1499	United States	Massachusetts	NA	
1500	United States	Montana	NA	
1501	United States	Hawaii	NA	
1502	United States	Washington	NA	
1503	United States	Maryland	NA	
1504	United States	Dist of Columbia	NA	
1505	United States	South Carolina	NA	
1506	United States	Alaska	NA	
1507	United States	Texas	NA	
1508	United States	New Hampshire	NA	
1509	United States	Maryland	NA	
1510	United States	California	NA	
1511	United States	Illinois	NA	
1512	United States	Indiana	NA	
1513	United States	Rhode Island	NA	
1514	United States	Indiana	NA	
1515	United States	Maine	NA	
1516	United States	Oklahoma	NA	
1517	United States	Maine	NA	
1518	United States	Tennessee	NA	
1519	United States	Nebraska	NA	
1520	United States	Virginia	NA	
1521	United States	Idaho	NA	
1522	United States	Arkansas	NA	
1523	United States	Indiana	NA	
1524	United States	New York	NA	
1525	United States	North Dakota	NA	
1526	United States	Wyoming	NA	
1527	United States	Oregon	NA	
1528	United States	New Mexico	NA	
1529	United States	Florida	NA	
1530	United States	North Carolina	NA	
1531	United States	Maine	NA	
1532	United States	Rhode Island	NA	
1533	United States	Kentucky	NA	
1534	United States	Arizona	NA	
1535	United States	Utah	NA	
1536	United States	Indiana	NA	
1537	United States	Texas	NA	
1538	United States	Tennessee	NA	
1539	United States	North Dakota	NA	
1540	United States	Wyoming	NA	
1541	United States	Dist of Columbia	NA	
1542	United States	Kansas	NA	
1543	United States	Nevada	NA	
1544	United States	Hawaii	NA	
1545	United States	Missouri	NA	
1546	United States	Maine	NA	
1547	United States	North Carolina	NA	
1548	United States	Dist of Columbia	NA	
1549	United States	Hawaii	NA	
1550	United States	Florida	NA	
1551	United States	Rhode Island	NA	
1552	United States	Florida	NA	
1553	United States	Oregon	NA	
1554	United States	South Dakota	NA	
1555	United States	New Mexico	NA	
1556	United States	Indiana	NA	
1557	United States	Minnesota	NA	
1558	United States	Massachusetts	NA	
1559	United States	Maryland	NA	
1560	United States	Vermont	NA	
1561	United States	Utah	NA	
1562	United States	New Hampshire	NA	
1563	United States	Maine	NA	
1564	United States	Alaska	NA	
1565	United States	Dist of Columbia	NA	
1566	United States	Illinois	NA	
1567	United States	Michigan	NA	
1568	United States	Iowa	NA	
1569	United States	Florida	NA	
1570	United States	Illinois	NA	
1571	United States	Alaska	NA	
1572	United States	Dist of Columbia	NA	
1573	United States	Illinois	NA	
1574	United States	Arkansas	NA	
1575	United States	New York	NA	
1576	United States	North Carolina	NA	
1577	United States	Connecticut	NA	
1578	United States	New Hampshire	NA	
1579	United States	Massachusetts	NA	
1580	United States	California	NA	
1581	United States	Alaska	NA	
1582	United States	Missouri	NA	
1583	United States	Connecticut	NA	
1584	United States	Nevada	NA	
1585	United States	Arkansas	NA	
1586	United States	West Virginia	NA	
1587	United States	Michigan	NA	
1588	United States	Connecticut	NA	
1589	United States	Wyoming	NA	
1590	United States	Rhode Island	NA	
1591	United States	New York	NA	
1592	United States	Washington	NA	
1593	United States	Mississippi	NA	
1594	United States	Alabama	NA	
1595	United States	South Dakota	NA	
1596	United States	Alabama	NA	
1597	United States	Massachusetts	NA	
1598	United States	North Dakota	NA	
1599	United States	North Carolina	NA	
1600	United States	Washington	NA	
1601	United States	Ohio	NA	
1602	United States	Idaho	NA	
1603	United States	Tennessee	NA	
1604	United States	Idaho	NA	
1605	United States	Nebraska	NA	
1606	United States	Rhode Island	NA	
1607	United States	New Jersey	NA	
1608	United States	Nebraska	NA	
1609	United States	New Hampshire	NA	
1610	United States	North Carolina	NA	
1611	United States	Minnesota	NA	
1612	United States	Kentucky	NA	
1613	United States	Michigan	NA	
1614	United States	Nebraska	NA	
1615	United States	Minnesota	NA	
1616	United States	Nebraska	NA	
1617	United States	Virginia	NA	
1618	United States	Dist of Columbia	NA	
1619	United States	Iowa	NA	
1620	United States	New Hampshire	NA	
1621	United States	New Jersey	NA	
1622	United States	Ohio	NA	
1623	United States	South Carolina	NA	
1624	United States	Alaska	NA	
1625	United States	Oklahoma	NA	
1626	United States	Washington	NA	
1627	United States	Virginia	NA	
1628	United States	California	NA	
1629	United States	Florida	NA	
1630	United States	Oregon	NA	
1631	United States	Pennsylvania	NA	
1632	United States	Minnesota	NA	
1633	United States	Hawaii	NA	
1634	United States	Arizona	NA	
1635	United States	Georgia	NA	
1636	United States	Florida	NA	
1637	United States	Michigan	NA	
1638	United States	Wisconsin	NA	
1639	United States	Hawaii	NA	
1640	United States	Alaska	NA	
1641	United States	Massachusetts	NA	
1642	United States	Arizona	NA	
1643	United States	Florida	NA	
1644	United States	Georgia	NA	
1645	United States	Montana	NA	
1646	United States	Tennessee	NA	
1647	United States	Oregon	NA	
1648	United States	Kentucky	NA	
1649	United States	New Jersey	NA	
1650	United States	Washington	NA	
1651	United States	Rhode Island	NA	
1652	United States	Nebraska	NA	
1653	United States	Maryland	NA	
1654	United States	Hawaii	NA	
1655	United States	Illinois	NA	
1656	United States	Iowa	NA	
1657	United States	Maryland	NA	
1658	United States	South Carolina	NA	
1659	United States	Washington	NA	
1660	United States	Kentucky	NA	
1661	United States	Pennsylvania	NA	
1662	United States	Texas	NA	
1663	United States	Delaware	NA	
1664	United States	Minnesota	NA	
1665	United States	Hawaii	NA	
1666	United States	Nebraska	NA	
1667	United States	Mississippi	NA	
1668	United States	Oklahoma	NA	
1669	United States	Minnesota	NA	
1670	United States	Idaho	NA	
1671	United States	North Dakota	NA	
1672	United States	Ohio	NA	
1673	United States	Virginia	NA	
1674	United States	Nebraska	NA	
1675	United States	Colorado	NA	
1676	United States	North Carolina	NA	
1677	United States	Michigan	NA	
1678	United States	Michigan	NA	
1679	United States	Montana	NA	
1680	United States	Pennsylvania	NA	
1681	United States	Connecticut	NA	
1682	United States	North Carolina	NA	
1683	United States	New Mexico	NA	
1684	United States	New York	NA	
1685	United States	Wyoming	NA	
1686	United States	Alabama	NA	
1687	United States	Mississippi	NA	
1688	United States	Kentucky	NA	
1689	United States	Connecticut	NA	
1690	United States	South Dakota	NA	
1691	United States	South Carolina	NA	
1692	United States	Mississippi	NA	
1693	United States	Wisconsin	NA	
1694	United States	Maine	NA	
1695	United States	West Virginia	NA	
1696	United States	New Hampshire	NA	
1697	United States	Alaska	NA	
1698	United States	Idaho	NA	
1699	United States	Massachusetts	NA	
1700	United States	South Carolina	NA	
1701	United States	New Hampshire	NA	
1702	United States	Iowa	NA	
1703	United States	Mississippi	NA	
1704	United States	Dist of Columbia	NA	
1705	United States	Minnesota	NA	
1706	United States	Colorado	NA	
1707	United States	Florida	NA	
1708	United States	Oklahoma	NA	
1709	United States	Indiana	NA	
1710	United States	Maryland	NA	
1711	United States	Kentucky	NA	
1712	United States	Washington	NA	
1713	United States	Wyoming	NA	
1714	United States	Tennessee	NA	
1715	United States	Arizona	NA	
1716	United States	New Jersey	NA	
1717	United States	Arkansas	NA	
1718	United States	Alaska	NA	
1719	United States	California	NA	
1720	United States	New Hampshire	NA	
1721	United States	Indiana	NA	
1722	United States	Pennsylvania	NA	
1723	United States	Maryland	NA	
1724	United States	North Carolina	NA	
1725	United States	Indiana	NA	
1726	United States	Minnesota	NA	
1727	United States	Delaware	NA	
1728	United States	Massachusetts	NA	
1729	United States	Nebraska	NA	
1730	United States	Missouri	NA	
1731	United States	Arkansas	NA	
1732	United States	South Dakota	NA	
1733	United States	Oklahoma	NA	
1734	United States	Michigan	NA	
1735	United States	North Dakota	NA	
1736	United States	Minnesota	NA	
1737	United States	Oregon	NA	
1738	United States	Washington	NA	
1739	United States	North Carolina	NA	
1740	United States	Michigan	NA	
1741	United States	Connecticut	NA	
1742	United States	Illinois	NA	
1743	United States	Michigan	NA	
1744	United States	Hawaii	NA	
1745	United States	Georgia	NA	
1746	United States	Alaska	NA	
1747	United States	Mississippi	NA	
1748	United States	Missouri	NA	
1749	United States	Georgia	NA	
1750	United States	Oregon	NA	
1751	United States	South Carolina	NA	
1752	United States	Dist of Columbia	NA	
1753	United States	Ohio	NA	
1754	United States	Wyoming	NA	
1755	United States	North Dakota	NA	
1756	United States	California	NA	
1757	United States	Rhode Island	NA	
1758	United States	Florida	NA	
1759	United States	New York	NA	
1760	United States	Rhode Island	NA	
1761	United States	Florida	NA	
1762	United States	Arizona	NA	
1763	United States	South Carolina	NA	
1764	United States	Utah	NA	
1765	United States	New Hampshire	NA	
1766	United States	New Jersey	NA	
1767	United States	New Mexico	NA	
1768	United States	Michigan	NA	
1769	United States	Kentucky	NA	
1770	United States	Minnesota	NA	
1771	United States	Maryland	NA	
1772	United States	Colorado	NA	
1773	United States	Kentucky	NA	
1774	United States	Florida	NA	
1775	United States	Arizona	NA	
1776	United States	Arizona	NA	
1777	United States	Vermont	NA	
1778	United States	Kansas	NA	
1779	United States	Delaware	NA	
1780	United States	Texas	NA	
1781	United States	Texas	NA	
1782	United States	Louisiana	NA	
1783	United States	Wisconsin	NA	
1784	United States	Nevada	NA	
1785	United States	Delaware	NA	
1786	United States	Kansas	NA	
1787	United States	Missouri	NA	
1788	United States	Ohio	NA	
1789	United States	Louisiana	NA	
1790	United States	Wyoming	NA	
1791	United States	Pennsylvania	NA	
1792	United States	Connecticut	NA	
1793	United States	Idaho	NA	
1794	United States	Georgia	NA	
1795	United States	Kansas	NA	
1796	United States	Kentucky	NA	
1797	United States	Texas	NA	
1798	United States	New York	NA	
1799	United States	Alabama	NA	
1800	United States	Tennessee	NA	
1801	United States	South Dakota	NA	
1802	United States	Nevada	NA	
1803	United States	Indiana	NA	
1804	United States	Connecticut	NA	
1805	United States	Minnesota	NA	
1806	United States	North Carolina	NA	
1807	United States	Tennessee	NA	
1808	United States	Vermont	NA	
1809	United States	Mississippi	NA	
1810	United States	Louisiana	NA	
1811	United States	Idaho	NA	
1812	United States	Missouri	NA	
1813	United States	Connecticut	NA	
1814	United States	Pennsylvania	NA	
1815	United States	Indiana	NA	
1816	United States	Connecticut	NA	
1817	United States	Mississippi	NA	
1818	United States	Connecticut	NA	
1819	United States	Indiana	NA	
1820	United States	New Hampshire	NA	
1821	United States	Montana	NA	
1822	United States	Wyoming	NA	
1823	United States	Maine	NA	
1824	United States	Maine	NA	
1825	United States	North Dakota	NA	
1826	United States	Arizona	NA	
1827	United States	Mississippi	NA	
1828	United States	Oklahoma	NA	
1829	United States	Maine	NA	
1830	United States	North Dakota	NA	
1831	United States	West Virginia	NA	
1832	United States	Tennessee	NA	
1833	United States	Maryland	NA	
1834	United States	Alaska	NA	
1835	United States	New Mexico	NA	
1836	United States	Oklahoma	NA	
1837	United States	Maine	NA	
1838	United States	Maine	NA	
1839	United States	Delaware	NA	
1840	United States	Maryland	NA	
1841	United States	Alaska	NA	
1842	United States	Utah	NA	
1843	United States	West Virginia	NA	
1844	United States	Montana	NA	
1845	United States	Massachusetts	NA	
1846	United States	North Carolina	NA	
1847	United States	Maryland	NA	
1848	United States	Missouri	NA	
1849	United States	Texas	NA	
1850	United States	Rhode Island	NA	
1851	United States	Alaska	NA	
1852	United States	Louisiana	NA	
1853	United States	Indiana	NA	
1854	United States	Alabama	NA	
1855	United States	Alabama	NA	
1856	United States	Alaska	NA	
1857	United States	Indiana	NA	
1858	United States	Louisiana	NA	
1859	United States	North Dakota	NA	
1860	United States	West Virginia	NA	
1861	United States	Oklahoma	NA	
1862	United States	Washington	NA	
1863	United States	Pennsylvania	NA	
1864	United States	Washington	NA	
1865	United States	New Hampshire	NA	
1866	United States	Tennessee	NA	
1867	United States	New York	NA	
1868	United States	Texas	NA	
1869	United States	South Dakota	NA	
1870	United States	California	NA	
1871	United States	South Carolina	NA	
1872	United States	Massachusetts	NA	
1873	United States	Pennsylvania	NA	
1874	United States	Michigan	NA	
1875	United States	Illinois	NA	
1876	United States	Hawaii	NA	
1877	United States	Massachusetts	NA	
1878	United States	Montana	NA	
1879	United States	Virginia	NA	
1880	United States	New Mexico	NA	
1881	United States	New Jersey	NA	
1882	United States	Illinois	NA	
1883	United States	Wisconsin	NA	
1884	United States	Alaska	NA	
1885	United States	California	NA	
1886	United States	Missouri	NA	
1887	United States	Arkansas	NA	
1888	United States	South Dakota	NA	
1889	United States	Montana	NA	
1890	United States	Ohio	NA	
1891	United States	Hawaii	NA	
1892	United States	Michigan	NA	
1893	United States	Michigan	NA	
1894	United States	Idaho	NA	
1895	United States	Tennessee	NA	
1896	United States	New York	NA	
1897	United States	Pennsylvania	NA	
1898	United States	Illinois	NA	
1899	United States	Georgia	NA	
1900	United States	Florida	NA	
1901	United States	Oklahoma	NA	
1902	United States	Kansas	NA	
